,dataset,sample,NAT_source,ref_source,WGA_source,priority,run,barcode,assembly_contigs,assembly_coverage,ONT_reads,tax_id,scientific_name,lineage,lineage_save
620,sepsis,K-L0233,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01051_Min106_RBK110/1152_0012_3/20220616_1342_X3_FAS60697_53770791/fast5_pass/barcode84,cebitec:/prj/kinbiotics-seq/samples/K-L0233/medaka/consensus.fasta,,4,Run01051_Min106_RBK110,84,3.0,152.0,193211,158836,Enterobacter hormaechei,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
623,sepsis,K-L0236,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01051_Min106_RBK110/1152_0012_3/20220616_1342_X3_FAS60697_53770791/fast5_pass/barcode87,cebitec:/prj/kinbiotics-seq/samples/K-L0236/medaka/consensus.fasta,,4,Run01051_Min106_RBK110,87,2.0,145.0,317039,244366,Klebsiella variicola,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
656,sepsis,K-M0196,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01071_Min106_RBK110/1152_0013/20220706_1517_X3_FAS34768_0ff87a59/fast5_pass/barcode33,cebitec:/prj/kinbiotics-seq/samples/K-M0196/medaka/consensus.fasta,,4,Run01071_Min106_RBK110,33,14.0,9.0,9477,544580,Actinomyces oris,Bacteria; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Actinomyces,cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Actinomyces
625,sepsis,K-M0165,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01070_Min106_RBK110/1152_0013/20220706_1515_X2_FAT83836_df40acfe/fast5_pass/barcode02,cebitec:/prj/kinbiotics-seq/samples/K-M0165/medaka/consensus.fasta,,4,Run01070_Min106_RBK110,02,141.0,8.0,37297,1096246,Hungatella effluvii,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Hungatella,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Hungatella
626,sepsis,K-M0166,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01070_Min106_RBK110/1152_0013/20220706_1515_X2_FAT83836_df40acfe/fast5_pass/barcode03,cebitec:/prj/kinbiotics-seq/samples/K-M0166/medaka/consensus.fasta,,4,Run01070_Min106_RBK110,03,2.0,23.0,54362,47678,Bacteroides caccae,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides
643,sepsis,K-M0183,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01070_Min106_RBK110/1152_0013/20220706_1515_X2_FAT83836_df40acfe/fast5_pass/barcode20,cebitec:/prj/kinbiotics-seq/samples/K-M0183/medaka/consensus.fasta,,4,Run01070_Min106_RBK110,20,3.0,31.0,32414,1375,Aerococcus,Bacteria; Bacillota; Bacilli; Lactobacillales; Aerococcaceae,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Aerococcaceae
624,sepsis,K-M0164,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01070_Min106_RBK110/1152_0013/20220706_1515_X2_FAT83836_df40acfe/fast5_pass/barcode01,cebitec:/prj/kinbiotics-seq/samples/K-M0164/medaka/consensus.fasta,,4,Run01070_Min106_RBK110,01,5.0,26.0,34705,1502,Clostridium perfringens,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium
1332,sepsis,K-M0842,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01151_Min106_RBK110/1152_22_2/20221108_1704_X2_FAU82343_35063281/fast5_pass/barcode41,cebitec:/prj/kinbiotics-seq/samples/K-M0842/medaka/consensus.fasta,,4,Run01151_Min106_RBK110,41,8.0,71.0,263288,818,Bacteroides thetaiotaomicron,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides
1081,sepsis,K-M0588,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01127_Min106_RBK110/1152_19_3/20220923_1112_X3_FAU08187_09b3559a/fast5_pass/barcode74,cebitec:/prj/kinbiotics-seq/samples/K-M0588/medaka/consensus.fasta,,4,Run01127_Min106_RBK110,74,75.0,8.0,5568,1350,Enterococcus,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae
1095,sepsis,K-M0602,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01127_Min106_RBK110/1152_19_3/20220923_1112_X3_FAU08187_09b3559a/fast5_pass/barcode88,cebitec:/prj/kinbiotics-seq/samples/K-M0602/medaka/consensus.fasta,,4,Run01127_Min106_RBK110,88,121.0,6.0,12625,1353,Enterococcus gallinarum,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
160,sepsis,K-L0030,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00917_MIN106_RBK110/1152_Kinbiotics_0002_1/20220225_1352_X1_FAS98466_10e821be/fast5_pass/barcode25,cebitec:/prj/kinbiotics-seq/samples/K-L0030/medaka/consensus.fasta,,4,Run00917_MIN106_RBK110,25,1.0,86.0,99565,300181,Serratia ureilytica,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia
588,sepsis,K-E0186,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode52,cebitec:/prj/kinbiotics-seq/samples/K-E0186/medaka/consensus.fasta,,4,Run01050_Min106_RBK110,52,1.0,151.0,116368,747,Pasteurella multocida,Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella
589,sepsis,K-E0187,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode53,cebitec:/prj/kinbiotics-seq/samples/K-E0187/medaka/consensus.fasta,,4,Run01050_Min106_RBK110,53,2.0,202.0,257861,1639,Listeria monocytogenes,Bacteria; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria
596,sepsis,K-E0194,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01051_Min106_RBK110/1152_0012_3/20220616_1342_X3_FAS60697_53770791/fast5_pass/barcode60,cebitec:/prj/kinbiotics-seq/samples/K-E0194/medaka/consensus.fasta,,4,Run01051_Min106_RBK110,60,2.0,71.0,106216,571,Klebsiella oxytoca,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
598,sepsis,K-E0196,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01051_Min106_RBK110/1152_0012_3/20220616_1342_X3_FAS60697_53770791/fast5_pass/barcode62,cebitec:/prj/kinbiotics-seq/samples/K-E0196/medaka/consensus.fasta,,4,Run01051_Min106_RBK110,62,1.0,246.0,169252,315405,Streptococcus gallolyticus,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
261,sepsis,K-L0155,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00961_Min106_RBK110/1152_Kinbiotics_0003_3/20220322_1350_X3_FAS98735_c94c9bd9/fast5_pass/barcode73,cebitec:/prj/kinbiotics-seq/samples/K-L0155/medaka/consensus.fasta,,4,Run00961_Min106_RBK110,73,8.0,15.0,17672,480520,Myroides profundi,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Myroides,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Myroides
1104,sepsis,K-M0611,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01141_Min106_RBK110/1152_20/20221020_1622_X1_FAU88208_c4c491ef/fast5_pass/barcode01,cebitec:/prj/kinbiotics-seq/samples/K-M0611/medaka/consensus.fasta,,4,Run01141_Min106_RBK110,01,23.0,17.0,53959,208962,Escherichia albertii,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1112,sepsis,K-M0619,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01141_Min106_RBK110/1152_20/20221020_1622_X1_FAU88208_c4c491ef/fast5_pass/barcode09,cebitec:/prj/kinbiotics-seq/samples/K-M0619/medaka/consensus.fasta,,4,Run01141_Min106_RBK110,09,6.0,47.0,61569,197,Campylobacter jejuni,Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter,cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
132,sepsis,K-L0113,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00916_MIN106_LSK109/1152_Klinbiotic_0002_4/20220225_1651_X2_FAS13532_2d1c49e8/fast5_pass/barcode44,cebitec:/prj/kinbiotics-seq/samples/K-L0113/medaka/consensus.fasta,,4,Run00916_MIN106_LSK109,44,4.0,65.0,56622,1463165,Klebsiella quasipneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
602,sepsis,K-E0200,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01051_Min106_RBK110/1152_0012_3/20220616_1342_X3_FAS60697_53770791/fast5_pass/barcode66,cebitec:/prj/kinbiotics-seq/samples/K-E0200/medaka/consensus.fasta,,4,Run01051_Min106_RBK110,66,1.0,191.0,131887,480,Moraxella catarrhalis,Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella
603,sepsis,K-E0201,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01051_Min106_RBK110/1152_0012_3/20220616_1342_X3_FAS60697_53770791/fast5_pass/barcode67,cebitec:/prj/kinbiotics-seq/samples/K-E0201/medaka/consensus.fasta,,4,Run01051_Min106_RBK110,67,3.0,354.0,363096,582,Morganella morganii,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella
610,sepsis,K-L0223,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01051_Min106_RBK110/1152_0012_3/20220616_1342_X3_FAS60697_53770791/fast5_pass/barcode74,cebitec:/prj/kinbiotics-seq/samples/K-L0223/medaka/consensus.fasta,,4,Run01051_Min106_RBK110,74,1.0,29.0,41852,654,Aeromonas veronii,Bacteria; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
613,sepsis,K-L0226,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01051_Min106_RBK110/1152_0012_3/20220616_1342_X3_FAS60697_53770791/fast5_pass/barcode77,cebitec:/prj/kinbiotics-seq/samples/K-L0226/medaka/consensus.fasta,,4,Run01051_Min106_RBK110,77,1.0,80.0,107233,1499973,Escherichia marmotae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
553,sepsis,K-E0150,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode18,cebitec:/prj/kinbiotics-seq/samples/K-E0150/medaka/consensus.fasta,,4,Run01049_Min106_RBK110,18,2.0,160.0,212617,1314,Streptococcus pyogenes,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
585,sepsis,K-E0183,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01050_Min106_RBK110/1152_0012_2/20220616_1339_X2_FAS36831_cb355a4f/fast5_pass/barcode49,cebitec:/prj/kinbiotics-seq/samples/K-E0183/medaka/consensus.fasta,,4,Run01050_Min106_RBK110,49,4.0,65.0,73028,257758,Streptococcus pseudopneumoniae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
1192,sepsis,K-M0699,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01143_Min106_RBK110/1152_20_3/20221020_1625_X3_FAU82573_cc661459/fast5_pass/barcode89,cebitec:/prj/kinbiotics-seq/samples/K-M0699/medaka/consensus.fasta,,4,Run01143_Min106_RBK110,89,4.0,27.0,44794,1283,Staphylococcus haemolyticus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
1189,sepsis,K-M0696,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01143_Min106_RBK110/1152_20_3/20221020_1625_X3_FAU82573_cc661459/fast5_pass/barcode86,cebitec:/prj/kinbiotics-seq/samples/K-M0696/medaka/consensus.fasta,,4,Run01143_Min106_RBK110,86,3.0,33.0,38277,1377,Aerococcus viridans,Bacteria; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus
1195,sepsis,K-M0702,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01143_Min106_RBK110/1152_20_3/20221020_1625_X3_FAU82573_cc661459/fast5_pass/barcode92,cebitec:/prj/kinbiotics-seq/samples/K-M0702/medaka/consensus.fasta,,4,Run01143_Min106_RBK110,92,6.0,20.0,27997,1338,Streptococcus intermedius,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
113,sepsis,K-L0094,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00916_MIN106_LSK109/1152_Klinbiotic_0002_4/20220225_1651_X2_FAS13532_2d1c49e8/fast5_pass/barcode06,cebitec:/prj/kinbiotics-seq/samples/K-L0094/medaka/consensus.fasta,,4,Run00916_MIN106_LSK109,06,1.0,22.0,20078,569,Hafnia alvei,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Hafnia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Hafnia
127,sepsis,K-L0108,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00916_MIN106_LSK109/1152_Klinbiotic_0002_4/20220225_1651_X2_FAS13532_2d1c49e8/fast5_pass/barcode79,cebitec:/prj/kinbiotics-seq/samples/K-L0108/medaka/consensus.fasta,,4,Run00916_MIN106_LSK109,79,1.0,181.0,149958,2027290,Providencia huaxiensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Providencia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Providencia
915,sepsis,K-M0422,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01122_Min106_RBK110/1152_18/20220923_1054_X1_FAT89651_31d9e33d/fast5_pass/barcode04,cebitec:/prj/kinbiotics-seq/samples/K-M0422/medaka/consensus.fasta,,4,Run01122_Min106_RBK110,04,1.0,31.0,63761,37734,Enterococcus casseliflavus,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
879,sepsis,K-M0385,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01117_Min106_RBK110/1152_16_2/20220913_1600_X2_FAU08280_7f5e9413/fast5_pass/barcode64,cebitec:/prj/kinbiotics-seq/samples/K-M0385/medaka/consensus.fasta,,4,Run01117_Min106_RBK110,64,5.0,36.0,91246,1311818,Proteus genomosp. 4,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
192,sepsis,K-M0004,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00959_Min106_RBK110/1152_Kinbiotics_0003/20220322_1340_X1_FAS98979_d69259a4/fast5_pass/barcode04,cebitec:/prj/kinbiotics-seq/samples/K-M0004/medaka/consensus.fasta,,4,Run00959_Min106_RBK110,04,3.0,29.0,58867,1303,Streptococcus oralis,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
843,sepsis,K-M0348,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01116_Min106_RBK110/1152_16_1/20220913_1558_X1_FAU08257_0690c39a/fast5_pass/barcode28,cebitec:/prj/kinbiotics-seq/samples/K-M0348/medaka/consensus.fasta,,4,Run01116_Min106_RBK110,28,1.0,33.0,64713,585,Proteus vulgaris,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
554,sepsis,K-E0151,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode19,cebitec:/prj/kinbiotics-seq/samples/K-E0151/medaka/consensus.fasta,,4,Run01049_Min106_RBK110,19,1.0,499.0,747082,1311,Streptococcus agalactiae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
556,sepsis,K-E0153,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode21,cebitec:/prj/kinbiotics-seq/samples/K-E0153/medaka/consensus.fasta,,4,Run01049_Min106_RBK110,21,3.0,217.0,409189,29388,Staphylococcus capitis,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
558,sepsis,K-E0155,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode23,cebitec:/prj/kinbiotics-seq/samples/K-E0155/medaka/consensus.fasta,,4,Run01049_Min106_RBK110,23,1.0,340.0,555218,727,Haemophilus influenzae,Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
277,sepsis,K-L0171,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode07,cebitec:/prj/kinbiotics-seq/samples/K-L0171/medaka/consensus.fasta,,4,Run00976_Min106_RBK110,07,1.0,109.0,143544,35703,Citrobacter amalonaticus,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter
235,sepsis,K-L0129,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00960_Min106_RBK110/1152_Kinbiotics_0003_2/20220322_1349_X2_FAT00628_1eae7b7a/fast5_pass/barcode47,cebitec:/prj/kinbiotics-seq/samples/K-L0129/medaka/consensus.fasta,,4,Run00960_Min106_RBK110,47,4.0,19.0,23804,57706,Citrobacter braakii,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex
237,sepsis,K-L0131,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00960_Min106_RBK110/1152_Kinbiotics_0003_2/20220322_1349_X2_FAT00628_1eae7b7a/fast5_pass/barcode49,cebitec:/prj/kinbiotics-seq/samples/K-L0131/medaka/consensus.fasta,,4,Run00960_Min106_RBK110,49,2.0,39.0,51289,1639133,Citrobacter portucalensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex
179,sepsis,K-L0049,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00918_MIN106_RBK110/1152_Kinbiotics_0002_2/20220225_1353_X2_FAS99156_ab760bb6/fast5_pass/barcode44,cebitec:/prj/kinbiotics-seq/samples/K-L0049/medaka/consensus.fasta,,4,Run00918_MIN106_RBK110,44,2.0,100.0,94245,545,Citrobacter koseri,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter
1026,sepsis,K-M0533,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01125_Min106_RBK110/1152_19/20220923_1108_X1_FAU02946_1085f905/fast5_pass/barcode19,cebitec:/prj/kinbiotics-seq/samples/K-M0533/medaka/consensus.fasta,,4,Run01125_Min106_RBK110,19,12.0,38.0,87010,61645,Enterobacter asburiae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
